Company1,Company2,Value
1,1,1.0
1,2,-0.04221269974432041
1,3,0.07436512628219341
1,4,0.25619941783510486
1,5,-0.13828894030575226
1,6,0.5960745878433463
1,7,-0.017580878839375102
1,8,0.5449498251605109
1,9,0.5855023961603553
1,10,0.507989514356928
1,11,-0.2883698033104901
1,12,-0.12084650350043322
1,13,-0.17422887071815424
1,14,-0.2296059938212914
1,15,0.7335162360965287
1,16,-0.11907240716667425
1,17,-0.17871012360065264
1,18,-0.40699367196311526
1,19,-0.009308029302687894
1,20,-0.18135968043418277
1,21,-0.25517623301993336
1,22,0.6623188951743733
1,23,0.0697494692420028
1,24,0.49654710466871393
1,25,0.35176072289344373
1,26,0.10208390594912291
1,27,0.3426749300077368
1,28,-0.3994201150854931
1,29,-0.2800609382829703
1,30,-0.12332806238939613
2,1,-0.04221269974432041
2,2,1.0
2,3,-0.4292174819528095
2,4,-0.22770510314311357
2,5,0.32199820417822034
2,6,-0.03909791976446046
2,7,0.12598465816092186
2,8,-0.12898331920990655
2,9,-0.07632274396300046
2,10,0.3708900729814163
2,11,0.5417000114520549
2,12,-0.1204224105314708
2,13,0.6053557339352711
2,14,0.42161255015513166
2,15,-0.10633154350127717
2,16,0.624001649527742
2,17,-0.1836443499276271
2,18,-0.15036847670899411
2,19,-0.18319205789878137
2,20,0.2886691134546565
2,21,0.1820849047413651
2,22,0.02415441336539275
2,23,-0.25564579213531435
2,24,0.16922506579237298
2,25,0.04690026166237374
2,26,0.1954013627037718
2,27,0.03111298935191592
2,28,-0.14592490649320633
2,29,0.5753580381117543
2,30,0.024263672650790505
3,1,0.07436512628219341
3,2,-0.4292174819528095
3,3,1.0
3,4,-0.27403331068191433
3,5,0.32687846410918975
3,6,0.02397452900182424
3,7,-0.018204453108920274
3,8,0.4959555194078389
3,9,0.41335761155705514
3,10,-0.15548147130777162
3,11,0.009661666633710098
3,12,0.7679036698330534
3,13,-0.11058223000739832
3,14,-0.5144530835333907
3,15,0.3659379817579989
3,16,-0.50558434211789
3,17,0.37189667156694783
3,18,-0.4380459783530615
3,19,0.8530249161299672
3,20,0.44684463513501793
3,21,0.11521418822489532
3,22,0.1986639185718559
3,23,0.8610113952690807
3,24,-0.2518854838636304
3,25,-0.3271568024636628
3,26,-0.5920321922155009
3,27,-0.527426633279708
3,28,-0.4597737719984484
3,29,-0.03411864622259866
3,30,0.737868888933828
4,1,0.25619941783510486
4,2,-0.22770510314311357
4,3,-0.27403331068191433
4,4,1.0
4,5,-0.7078561843153995
4,6,0.4173727040919972
4,7,-0.07712936137226509
4,8,-0.32286572594944846
4,9,0.0137294252424646
4,10,0.3755822431697906
4,11,-0.7226711542582884
4,12,-0.5940420298696966
4,13,-0.46594468788170057
4,14,-0.04328647380052375
4,15,0.2702060725290554
4,16,-0.15078680647541395
4,17,-0.4976384058225828
4,18,0.3799991500854642
4,19,-0.5270974695630097
4,20,-0.7109449152065971
4,21,-0.5923080691811125
4,22,0.33062662191356224
4,23,-0.49357674309255417
4,24,0.5878285621932032
4,25,0.4406333866304027
4,26,0.6609533977905128
4,27,0.6584352983407106
4,28,0.22601943035462496
4,29,-0.7023861817154249
4,30,-0.6368556181775586
5,1,-0.13828894030575223
5,2,0.32199820417822034
5,3,0.32687846410918975
5,4,-0.7078561843153997
5,5,0.9999999999999999
5,6,-0.3009379735506135
5,7,0.13883910601690944
5,8,0.3601504026534987
5,9,0.20995744595649773
5,10,0.1792380771228623
5,11,0.8377502223640108
5,12,0.6835009249920535
5,13,0.5571982628843366
5,14,-0.25423764370823426
5,15,0.07563526194620424
5,16,-0.012362234586921015
5,17,0.6920957869953779
5,18,-0.6986527798492741
5,19,0.5952845607588283
5,20,0.8654677825622353
5,21,0.6574861053689608
5,22,0.07282348837756354
5,23,0.5847327204965657
5,24,-0.25588511014789106
5,25,-0.6181473422845362
5,26,-0.5863314384310453
5,27,-0.6215244960727115
5,28,-0.5942624723073617
5,29,0.811119299223847
5,30,0.7746255818680196
6,1,0.5960745878433463
6,2,-0.03909791976446046
6,3,0.02397452900182424
6,4,0.41737270409199717
6,5,-0.3009379735506135
6,6,0.9999999999999998
6,7,-0.03239006333007837
6,8,0.07163421613305894
6,9,0.1912157943797116
6,10,0.5171854328346042
6,11,-0.3596320117184522
6,12,-0.17644129743367518
6,13,-0.21237419870568444
6,14,0.07879794304771787
6,15,0.5078463698302048
6,16,-0.2628474252227305
6,17,-0.23409908906598412
6,18,-0.036805978041273224
6,19,-0.09558881576781363
6,20,-0.24884141650503028
6,21,-0.3142566418847387
6,22,0.5147189135489783
6,23,-0.050774003451298046
6,24,0.7307399574765502
6,25,0.6544074588244361
6,26,0.4457165362795793
6,27,0.6170899606426654
6,28,-0.151790576116736
6,29,-0.34958736897662707
6,30,-0.20359637860413354
7,1,-0.017580878839375105
7,2,0.12598465816092186
7,3,-0.018204453108920274
7,4,-0.07712936137226509
7,5,0.13883910601690944
7,6,-0.03239006333007837
7,7,1.0
7,8,0.013526100250280785
7,9,-0.0008560810375142817
7,10,0.032994614384995645
7,11,0.0669907084820886
7,12,0.008725078849395034
7,13,0.05785325638415944
7,14,0.04369115436603623
7,15,-0.024572786303162793
7,16,0.10001597829057511
7,17,0.015769757489110605
7,18,-0.042396976393624275
7,19,0.030262083594559022
7,20,0.12705153310199338
7,21,0.005854171662524044
7,22,-0.006190902650557118
7,23,0.023978077008840876
7,24,0.0639124608761174
7,25,-0.04061125244622068
7,26,-0.023910527609556698
7,27,-0.038254150581875396
7,28,-0.03136527078303115
7,29,0.08475831376097658
7,30,0.05102671387505574
8,1,0.5449498251605108
8,2,-0.12898331920990655
8,3,0.49595551940783894
8,4,-0.32286572594944846
8,5,0.3601504026534986
8,6,0.07163421613305894
8,7,0.013526100250280785
8,8,1.0
8,9,0.5977419143386781
8,10,0.08064119361406501
8,11,0.1448017297215484
8,12,0.4531171331525825
8,13,0.07824404483275493
8,14,-0.5490091916069916
8,15,0.5112632451077299
8,16,-0.019230113461924075
8,17,0.198032019074387
8,18,-0.6470600875409049
8,19,0.5289572837362635
8,20,0.3102321201394228
8,21,0.15696585292647394
8,22,0.4026528017816721
8,23,0.6018743959611055
8,24,-0.10645276545060478
8,25,-0.3638414773088802
8,26,-0.6452665156207494
8,27,-0.3798751991103361
8,28,-0.5929283702453041
8,29,0.13848679643805775
8,30,0.4531071016464499
9,1,0.5855023961603553
9,2,-0.07632274396300047
9,3,0.41335761155705514
9,4,0.0137294252424646
9,5,0.20995744595649776
9,6,0.1912157943797116
9,7,-0.0008560810375142818
9,8,0.5977419143386781
9,9,0.9999999999999999
9,10,0.31956971709097465
9,11,-0.030117984874869854
9,12,0.3078482941029282
9,13,-0.01509201188312544
9,14,-0.5188456287022195
9,15,0.5843410242343688
9,16,-0.18779595026498513
9,17,0.04823222667434019
9,18,-0.5973348541095833
9,19,0.43254984112231515
9,20,0.20399405201969084
9,21,-0.0022119849275191905
9,22,0.5341355796323356
9,23,0.4559893118515708
9,24,0.031422815340466106
9,25,-0.2481195746721899
9,26,-0.2868155727439247
9,27,-0.16331871736349765
9,28,-0.5510880260966596
9,29,-0.03581090671693732
9,30,0.22952476180388579
10,1,0.507989514356928
10,2,0.3708900729814163
10,3,-0.15548147130777162
10,4,0.3755822431697906
10,5,0.1792380771228623
10,6,0.517185432834604
10,7,0.032994614384995645
10,8,0.08064119361406501
10,9,0.31956971709097465
10,10,0.9999999999999999
10,11,0.11438550912576242
10,12,-0.10044106465300455
10,13,0.184349289061897
10,14,-0.11609788839030899
10,15,0.6025243281625748
10,16,-0.09464006487404653
10,17,-0.04343535319217649
10,18,-0.44849870227950234
10,19,-0.10214199735865477
10,20,0.07544539055335557
10,21,-0.008106451538505423
10,22,0.7476463397835468
10,23,-0.09865531354340792
10,24,0.741328361056562
10,25,0.19882794800257528
10,26,0.4010209799400041
10,27,0.38645450355469985
10,28,-0.5016155519564741
10,29,0.12618810378982043
10,30,-0.040814627763470994
11,1,-0.2883698033104901
11,2,0.5417000114520549
11,3,0.009661666633710098
11,4,-0.7226711542582884
11,5,0.8377502223640108
11,6,-0.35963201171845227
11,7,0.0669907084820886
11,8,0.1448017297215484
11,9,-0.030117984874869854
11,10,0.11438550912576242
11,11,0.9999999999999999
11,12,0.5034992180636513
11,13,0.5773342745095341
11,14,-0.060350027631775514
11,15,-0.1621205454475608
11,16,0.2177886659177673
11,17,0.5449524808050629
11,18,-0.5331557263622306
11,19,0.33903619091243026
11,20,0.7228795883632215
11,21,0.8195193465635053
11,22,-0.06163799710344627
11,23,0.286992169231979
11,24,-0.25030645002015506
11,25,-0.48817005363792587
11,26,-0.415553873471754
11,27,-0.5301606456205028
11,28,-0.4053877022027578
11,29,0.9203419933117184
11,30,0.6032345838832065
12,1,-0.12084650350043322
12,2,-0.12042241053147079
12,3,0.7679036698330534
12,4,-0.5940420298696966
12,5,0.6835009249920535
12,6,-0.17644129743367518
12,7,0.008725078849395034
12,8,0.4531171331525825
12,9,0.3078482941029282
12,10,-0.10044106465300455
12,11,0.5034992180636513
12,12,0.9999999999999999
12,13,0.13763327872210374
12,14,-0.5088727450852433
12,15,0.19054246012632203
12,16,-0.36720500201346634
12,17,0.6476258257077856
12,18,-0.6214186729424475
12,19,0.8705929327803362
12,20,0.6946949674040622
12,21,0.5857268115603214
12,22,0.12310301068317989
12,23,0.8624401892371912
12,24,-0.37168615494795837
12,25,-0.5412638241165131
12,26,-0.6832310036702105
12,27,-0.7047666215291489
12,28,-0.565078236732296
12,29,0.4728716795140851
12,30,0.8844570165139228
13,1,-0.17422887071815427
13,2,0.6053557339352711
13,3,-0.11058223000739832
13,4,-0.46594468788170057
13,5,0.5571982628843366
13,6,-0.21237419870568447
13,7,0.05785325638415944
13,8,0.07824404483275493
13,9,-0.015092011883125441
13,10,0.184349289061897
13,11,0.577334274509534
13,12,0.13763327872210374
13,13,1.0
13,14,0.2694906714482057
13,15,-0.17240603763728393
13,16,0.32131715569021596
13,17,0.10963968679820345
13,18,-0.29962946031471926
13,19,0.16695873451906534
13,20,0.5821573095149022
13,21,0.22568801905137828
13,22,-0.13339203364185415
13,23,0.07885277273864685
13,24,-0.07651328748926414
13,25,-0.26339390754430436
13,26,-0.1754544913899192
13,27,-0.25491506268570285
13,28,-0.2234966360032214
13,29,0.568184482908631
13,30,0.24402957020363172
14,1,-0.2296059938212914
14,2,0.42161255015513166
14,3,-0.5144530835333906
14,4,-0.04328647380052375
14,5,-0.2542376437082343
14,6,0.07879794304771785
14,7,0.04369115436603623
14,8,-0.5490091916069916
14,9,-0.5188456287022195
14,10,-0.11609788839030898
14,11,-0.06035002763177552
14,12,-0.5088727450852433
14,13,0.2694906714482057
14,14,0.9999999999999998
14,15,-0.4550948114839782
14,16,0.3895642265828014
14,17,-0.4110861952919757
14,18,0.5625324497251717
14,19,-0.4806213749689895
14,20,-0.1435933557318584
14,21,-0.308404302361383
14,22,-0.42209057523152094
14,23,-0.5342960536393419
14,24,0.05992162113581766
14,25,0.5006780080414044
14,26,0.507709133571081
14,27,0.42308049911112533
14,28,0.5575049953621116
14,29,-0.009046004872960077
14,30,-0.4229418517602428
15,1,0.7335162360965288
15,2,-0.10633154350127717
15,3,0.36593798175799885
15,4,0.27020607252905543
15,5,0.07563526194620425
15,6,0.5078463698302048
15,7,-0.024572786303162793
15,8,0.5112632451077299
15,9,0.5843410242343688
15,10,0.6025243281625747
15,11,-0.1621205454475608
15,12,0.19054246012632203
15,13,-0.17240603763728393
15,14,-0.4550948114839782
15,15,1.0
15,16,-0.27602000770213153
15,17,0.058747505499394836
15,18,-0.49237642680444504
15,19,0.262753497002094
15,20,0.03276195550639877
15,21,-0.09478007003566685
15,22,0.8296419595769096
15,23,0.3442187500592642
15,24,0.472541924790858
15,25,0.08032914142684054
15,26,0.04776536123548973
15,27,0.1590580099870149
15,28,-0.6021960929709888
15,29,-0.17771248318726285
15,30,0.1814061292051463
16,1,-0.11907240716667425
16,2,0.624001649527742
16,3,-0.50558434211789
16,4,-0.15078680647541395
16,5,-0.012362234586921013
16,6,-0.2628474252227305
16,7,0.10001597829057511
16,8,-0.019230113461924075
16,9,-0.1877959502649851
16,10,-0.09464006487404653
16,11,0.2177886659177673
16,12,-0.3672050020134663
16,13,0.3213171556902159
16,14,0.38956422658280143
16,15,-0.27602000770213153
16,16,0.9999999999999999
16,17,-0.43671978833089253
16,18,0.189579375635427
16,19,-0.36212929075133565
16,20,-0.0840075996330724
16,21,-0.06597771247454087
16,22,-0.21769629869867435
16,23,-0.35796052175317533
16,24,-0.1333354575063205
16,25,-0.06853544495842184
16,26,0.017119623638900235
16,27,0.05438982462712529
16,28,0.21671794282153192
16,29,0.2835813059674956
16,30,-0.2621755100994614
17,1,-0.17871012360065264
17,2,-0.1836443499276271
17,3,0.3718966715669478
17,4,-0.4976384058225828
17,5,0.6920957869953779
17,6,-0.23409908906598415
17,7,0.015769757489110605
17,8,0.198032019074387
17,9,0.04823222667434019
17,10,-0.04343535319217649
17,11,0.5449524808050629
17,12,0.6476258257077856
17,13,0.10963968679820345
17,14,-0.4110861952919757
17,15,0.05874750549939484
17,16,-0.43671978833089253
17,17,1.0
17,18,-0.4678218338181284
17,19,0.4221685470807395
17,20,0.5264056660849296
17,21,0.6939152263095613
17,22,0.005473385846632351
17,23,0.4851623895400483
17,24,-0.2917031351273147
17,25,-0.45989752778145454
17,26,-0.4843993710715379
17,27,-0.5219019209020798
17,28,-0.388792962503895
17,29,0.48162925760953873
17,30,0.691686151542118
18,1,-0.40699367196311526
18,2,-0.15036847670899414
18,3,-0.4380459783530615
18,4,0.3799991500854642
18,5,-0.6986527798492741
18,6,-0.036805978041273224
18,7,-0.04239697639362428
18,8,-0.6470600875409049
18,9,-0.5973348541095833
18,10,-0.4484987022795024
18,11,-0.5331557263622306
18,12,-0.6214186729424475
18,13,-0.2996294603147193
18,14,0.5625324497251718
18,15,-0.49237642680444504
18,16,0.189579375635427
18,17,-0.46782183381812836
18,18,1.0
18,19,-0.6046653412958822
18,20,-0.5942218644619135
18,21,-0.49412070489967064
18,22,-0.5254166920833597
18,23,-0.6225434935961213
18,24,-0.02629179301732513
18,25,0.40134204168893745
18,26,0.5061418955679962
18,27,0.441289787245981
18,28,0.8119220994794744
18,29,-0.5061615478367851
18,30,-0.6441460409590731
19,1,-0.009308029302687894
19,2,-0.1831920578987814
19,3,0.8530249161299671
19,4,-0.5270974695630098
19,5,0.5952845607588284
19,6,-0.09558881576781363
19,7,0.03026208359455902
19,8,0.5289572837362635
19,9,0.43254984112231515
19,10,-0.10214199735865478
19,11,0.3390361909124303
19,12,0.8705929327803362
19,13,0.16695873451906534
19,14,-0.4806213749689895
19,15,0.262753497002094
19,16,-0.3621292907513356
19,17,0.4221685470807395
19,18,-0.6046653412958822
19,19,1.0
19,20,0.6870391189728603
19,21,0.3524149365452805
19,22,0.1320020220927974
19,23,0.9150326173796697
19,24,-0.32286568176052116
19,25,-0.48809560814602465
19,26,-0.6898116212102806
19,27,-0.6719853575090708
19,28,-0.5734590090756623
19,29,0.28167062257364645
19,30,0.7732655419551936
20,1,-0.18135968043418274
20,2,0.2886691134546565
20,3,0.44684463513501793
20,4,-0.7109449152065971
20,5,0.8654677825622353
20,6,-0.24884141650503025
20,7,0.12705153310199338
20,8,0.3102321201394228
20,9,0.20399405201969087
20,10,0.07544539055335557
20,11,0.7228795883632215
20,12,0.6946949674040622
20,13,0.5821573095149022
20,14,-0.1435933557318584
20,15,0.03276195550639877
20,16,-0.0840075996330724
20,17,0.5264056660849296
20,18,-0.5942218644619135
20,19,0.6870391189728604
20,20,1.0
20,21,0.47876417552140654
20,22,-0.016366992443857538
20,23,0.6437577285319511
20,24,-0.27488359195368245
20,25,-0.5301815571007366
20,26,-0.5516362282382764
20,27,-0.630112687989182
20,28,-0.5097212490452662
20,29,0.6766873098226261
20,30,0.7585868503454811
21,1,-0.2551762330199334
21,2,0.18208490474136513
21,3,0.11521418822489532
21,4,-0.5923080691811123
21,5,0.6574861053689609
21,6,-0.3142566418847387
21,7,0.005854171662524044
21,8,0.15696585292647391
21,9,-0.0022119849275191905
21,10,-0.008106451538505423
21,11,0.8195193465635053
21,12,0.5857268115603212
21,13,0.22568801905137828
21,14,-0.308404302361383
21,15,-0.09478007003566684
21,16,-0.06597771247454087
21,17,0.6939152263095613
21,18,-0.49412070489967064
21,19,0.35241493654528055
21,20,0.47876417552140654
21,21,0.9999999999999999
21,22,0.010030087796276083
21,23,0.3091107650287202
21,24,-0.29415748298244226
21,25,-0.45568885226144307
21,26,-0.43269343251808207
21,27,-0.5196893977036178
21,28,-0.37572728155167506
21,29,0.7345618056449721
21,30,0.5863403002579981
22,1,0.6623188951743733
22,2,0.024154413365392754
22,3,0.1986639185718559
22,4,0.33062662191356224
22,5,0.07282348837756354
22,6,0.5147189135489784
22,7,-0.0061909026505571185
22,8,0.4026528017816721
22,9,0.5341355796323356
22,10,0.7476463397835468
22,11,-0.06163799710344627
22,12,0.12310301068317989
22,13,-0.13339203364185415
22,14,-0.4220905752315209
22,15,0.8296419595769096
22,16,-0.21769629869867432
22,17,0.005473385846632351
22,18,-0.5254166920833598
22,19,0.1320020220927974
22,20,-0.016366992443857538
22,21,0.010030087796276085
22,22,1.0
22,23,0.17121478560656153
22,24,0.545565425066418
22,25,0.09189327595148727
22,26,0.1318121872506561
22,27,0.23652895610694963
22,28,-0.5986167373611823
22,29,-0.07044994395434252
22,30,0.12248608816188801
23,1,0.06974946924200279
23,2,-0.25564579213531435
23,3,0.8610113952690807
23,4,-0.49357674309255417
23,5,0.5847327204965657
23,6,-0.05077400345129803
23,7,0.02397807700884088
23,8,0.6018743959611055
23,9,0.4559893118515708
23,10,-0.09865531354340792
23,11,0.28699216923197907
23,12,0.8624401892371913
23,13,0.07885277273864685
23,14,-0.5342960536393419
23,15,0.3442187500592642
23,16,-0.3579605217531753
23,17,0.4851623895400483
23,18,-0.6225434935961214
23,19,0.9150326173796697
23,20,0.6437577285319511
23,21,0.3091107650287202
23,22,0.17121478560656153
23,23,0.9999999999999999
23,24,-0.30696420681800357
23,25,-0.4780158687601617
23,26,-0.7334440193944505
23,27,-0.6605091705767832
23,28,-0.6007556980565228
23,29,0.2567054015473263
23,30,0.8136099139188202
24,1,0.4965471046687139
24,2,0.169225065792373
24,3,-0.25188548386363036
24,4,0.5878285621932033
24,5,-0.25588511014789106
24,6,0.7307399574765502
24,7,0.0639124608761174
24,8,-0.10645276545060478
24,9,0.031422815340466106
24,10,0.7413283610565619
24,11,-0.250306450020155
24,12,-0.3716861549479584
24,13,-0.07651328748926414
24,14,0.05992162113581765
24,15,0.472541924790858
24,16,-0.1333354575063205
24,17,-0.2917031351273147
24,18,-0.02629179301732513
24,19,-0.3228656817605212
24,20,-0.27488359195368245
24,21,-0.29415748298244226
24,22,0.545565425066418
24,23,-0.3069642068180036
24,24,1.0
24,25,0.6021299947986078
24,26,0.6221571217230769
24,27,0.6582091873740276
24,28,-0.16566258682256252
24,29,-0.22873695136783764
24,30,-0.3305401279579226
25,1,0.3517607228934437
25,2,0.046900261662373745
25,3,-0.3271568024636628
25,4,0.4406333866304027
25,5,-0.6181473422845363
25,6,0.6544074588244361
25,7,-0.04061125244622068
25,8,-0.36384147730888017
25,9,-0.24811957467218992
25,10,0.1988279480025753
25,11,-0.4881700536379258
25,12,-0.5412638241165132
25,13,-0.2633939075443044
25,14,0.5006780080414045
25,15,0.08032914142684053
25,16,-0.06853544495842184
25,17,-0.4598975277814545
25,18,0.40134204168893745
25,19,-0.4880956081460247
25,20,-0.5301815571007366
25,21,-0.455688852261443
25,22,0.09189327595148729
25,23,-0.4780158687601618
25,24,0.6021299947986078
25,25,1.0
25,26,0.718716649392737
25,27,0.7305801535323909
25,28,0.31341571830621695
25,29,-0.4616456518941494
25,30,-0.5374806899949516
26,1,0.10208390594912291
26,2,0.19540136270377184
26,3,-0.5920321922155009
26,4,0.6609533977905127
26,5,-0.5863314384310453
26,6,0.44571653627957936
26,7,-0.023910527609556698
26,8,-0.6452665156207494
26,9,-0.2868155727439247
26,10,0.40102097994000413
26,11,-0.41555387347175404
26,12,-0.6832310036702106
26,13,-0.1754544913899192
26,14,0.507709133571081
26,15,0.04776536123548973
26,16,0.017119623638900235
26,17,-0.4843993710715379
26,18,0.5061418955679963
26,19,-0.6898116212102806
26,20,-0.5516362282382764
26,21,-0.43269343251808207
26,22,0.13181218725065608
26,23,-0.7334440193944505
26,24,0.6221571217230768
26,25,0.718716649392737
26,26,1.0
26,27,0.8379505831734585
26,28,0.41702317766743713
26,29,-0.3853423202767818
26,30,-0.6960578722097662
27,1,0.3426749300077368
27,2,0.03111298935191592
27,3,-0.5274266332797078
27,4,0.6584352983407105
27,5,-0.6215244960727115
27,6,0.6170899606426654
27,7,-0.038254150581875396
27,8,-0.3798751991103362
27,9,-0.16331871736349765
27,10,0.3864545035546998
27,11,-0.5301606456205028
27,12,-0.704766621529149
27,13,-0.25491506268570285
27,14,0.4230804991111254
27,15,0.1590580099870149
27,16,0.05438982462712529
27,17,-0.5219019209020798
27,18,0.44128978724598095
27,19,-0.6719853575090708
27,20,-0.630112687989182
27,21,-0.5196893977036177
27,22,0.23652895610694963
27,23,-0.660509170576783
27,24,0.6582091873740274
27,25,0.7305801535323908
27,26,0.8379505831734584
27,27,1.0
27,28,0.42594087791385127
27,29,-0.4961328579647039
27,30,-0.7070991148732667
28,1,-0.3994201150854931
28,2,-0.14592490649320633
28,3,-0.4597737719984484
28,4,0.22601943035462496
28,5,-0.5942624723073617
28,6,-0.151790576116736
28,7,-0.03136527078303115
28,8,-0.5929283702453041
28,9,-0.5510880260966596
28,10,-0.5016155519564741
28,11,-0.4053877022027578
28,12,-0.565078236732296
28,13,-0.2234966360032214
28,14,0.5575049953621117
28,15,-0.6021960929709888
28,16,0.2167179428215319
28,17,-0.388792962503895
28,18,0.8119220994794744
28,19,-0.5734590090756624
28,20,-0.5097212490452662
28,21,-0.37572728155167506
28,22,-0.5986167373611823
28,23,-0.6007556980565228
28,24,-0.16566258682256252
28,25,0.31341571830621695
28,26,0.4170231776674371
28,27,0.4259408779138513
28,28,1.0
28,29,-0.38402136664882897
28,30,-0.585715009641163
29,1,-0.2800609382829703
29,2,0.5753580381117543
29,3,-0.03411864622259866
29,4,-0.7023861817154249
29,5,0.8111192992238471
29,6,-0.34958736897662707
29,7,0.08475831376097658
29,8,0.13848679643805775
29,9,-0.03581090671693732
29,10,0.12618810378982043
29,11,0.9203419933117184
29,12,0.4728716795140851
29,13,0.5681844829086311
29,14,-0.009046004872960077
29,15,-0.17771248318726288
29,16,0.2835813059674956
29,17,0.4816292576095387
29,18,-0.5061615478367852
29,19,0.28167062257364645
29,20,0.6766873098226261
29,21,0.734561805644972
29,22,-0.07044994395434252
29,23,0.2567054015473263
29,24,-0.22873695136783764
29,25,-0.4616456518941494
29,26,-0.3853423202767817
29,27,-0.49613285796470386
29,28,-0.384021366648829
29,29,1.0
29,30,0.5393784107431353
30,1,-0.12332806238939613
30,2,0.024263672650790505
30,3,0.737868888933828
30,4,-0.6368556181775585
30,5,0.7746255818680194
30,6,-0.20359637860413352
30,7,0.05102671387505574
30,8,0.4531071016464498
30,9,0.22952476180388579
30,10,-0.040814627763470994
30,11,0.6032345838832066
30,12,0.8844570165139228
30,13,0.24402957020363175
30,14,-0.42294185176024274
30,15,0.1814061292051463
30,16,-0.2621755100994614
30,17,0.691686151542118
30,18,-0.6441460409590731
30,19,0.7732655419551936
30,20,0.7585868503454811
30,21,0.586340300257998
30,22,0.12248608816188802
30,23,0.8136099139188202
30,24,-0.3305401279579226
30,25,-0.5374806899949516
30,26,-0.6960578722097662
30,27,-0.7070991148732667
30,28,-0.5857150096411631
30,29,0.5393784107431353
30,30,1.0
